Taxonomy,sample,relab,timepoint,mouse_id
Oscillospiraceae,D12M37,0.0102404096163847,D12,M37
Ruminococcaceae,D12M37,0.0032001280051202,D12,M37
Muribaculaceae,D12M38,0.497619904796192,D12,M38
Bacteroidaceae,D12M38,0.148125925037001,D12,M38
Lachnospiraceae,D12M38,0.171126845073803,D12,M38
Lactobacillaceae,D12M38,0.0047601904076163,D12,M38
Erysipelotrichaceae,D12M38,0.0232409296371855,D12,M38
Akkermansiaceae,D12M38,0.000520020800832,D12,M38
Rikenellaceae,D12M38,0.093003720148806,D12,M38
Deferribacteraceae,D12M38,0.001120044801792,D12,M38
Oscillospiraceae,D12M38,0.0098803952158086,D12,M38
Ruminococcaceae,D12M38,0.0050002000080003,D12,M38
Muribaculaceae,D12M39,0.62022480899236,D12,M39
Bacteroidaceae,D12M39,0.100564022560902,D12,M39
Lachnospiraceae,D12M39,0.133845353814153,D12,M39
Lactobacillaceae,D12M39,0.0392415696627865,D12,M39
Erysipelotrichaceae,D12M39,0.0078003120124805,D12,M39
Akkermansiaceae,D12M39,0.000440017600704,D12,M39
Rikenellaceae,D12M39,0.0506020240809632,D12,M39
Deferribacteraceae,D12M39,0.0023200928037121,D12,M39
Oscillospiraceae,D12M39,0.0048801952078083,D12,M39
Ruminococcaceae,D12M39,0.0054402176087043,D12,M39
Muribaculaceae,D12M40,0.441377655106204,D12,M40
Bacteroidaceae,D12M40,0.221608864354574,D12,M40
Lachnospiraceae,D12M40,0.153886155446218,D12,M40
Lactobacillaceae,D12M40,0.0269210768430737,D12,M40
Erysipelotrichaceae,D12M40,0.0303212128485139,D12,M40
Akkermansiaceae,D12M40,0.000680027201088,D12,M40
Rikenellaceae,D12M40,0.0718828753150126,D12,M40
Deferribacteraceae,D12M40,0.0055202208088323,D12,M40
Oscillospiraceae,D12M40,0.0131605264210568,D12,M40
Ruminococcaceae,D12M40,0.0040801632065282,D12,M40
