	D4M31	D4M32	D4M33	D4M34	D4M35	D4M36	D4M37	D4M38	D4M39	D4M40	D5M31	D5M32	D5M33	D5M34	D5M35	D5M37	D5M38	D5M39	D5M40	D6M31	D6M32	D6M33	D6M34	D6M35	D6M36	D6M37	D6M38	D6M39	D6M40	D9M31	D9M32	D9M33	D9M34	D9M35	D9M36	D9M37	D9M38	D9M39	D9M40	D12M31	D12M32	D12M33	D12M34	D12M35	D12M36	D12M37	D12M38	D12M39	D12M40
D6M32	0.1493853026121044	0.1382718732749309	0.2567405352214088	0.5364189995599824	0.2638575667026681	0.2454827589103564	0.2871675967038681	0.3169299143965758	0.3531068890755631	0.3731971874874995	0.3259462014480579	0.3485377099083964	0.3099347669906796	0.3329284367374695	0.4309944753790152	0.3203691347653907	0.2938691603664146	0.2907840977639105	0.3044396691867674	0.1755016744669786	0.0	0.1443680063202528	0.2064054598183927	0.2455707956318252	0.2523289167566703	0.2399753902156086	0.3797004244169767	0.3107972374894996	0.2854683607344294	0.15295754150166	0.2053056006240249	0.2238377611104444	0.2010641829673186	0.2334282063282531	0.1840253482139285	0.2064828625145006	0.2512185099403976	0.2590806844273771	0.2015540025601024	0.1513161414456578	0.2747453342133685	0.2115516048641945	0.1503681919276771	0.239632551702068	0.2239071154846194	0.2328257886315452	0.3185272614904596	0.3745271470858834	0.2786306820272811
D6M33	0.1216046845873835	0.159288802352094	0.1541521784871394	0.5528359462378495	0.1933336941477659	0.1936441985679427	0.2369866962678507	0.2690998287931517	0.3108303712148486	0.3190064858594343	0.2779904484179367	0.2975065170606825	0.2929101784071363	0.284623758550342	0.3817534717388695	0.3112335185407416	0.2597058334333373	0.259741922076883	0.3333679379175167	0.0743157058282331	0.1443680063202528	0.0	0.1001572070882835	0.1500056806272251	0.2085323716948678	0.1778643213728549	0.3321465098603944	0.2589786179447177	0.2329429025161006	0.153856270650826	0.228460627225089	0.2828996695867835	0.1353053426137045	0.1760185983439337	0.2009314824592983	0.1816376963078523	0.1985548933957358	0.2264466690667626	0.1578815064602584	0.1992965274610984	0.2320553142125685	0.2165418856754269	0.2257117596703868	0.2038032029281171	0.1994117472698908	0.2099282867314693	0.2748917988719549	0.32324503300132	0.2393714400576023
D6M34	0.1672653998159926	0.2007882495299812	0.0971203164126565	0.5927803176127046	0.2147874698987959	0.1611154694187767	0.1739290331613265	0.2099378543141725	0.2438761034441377	0.2537273522940917	0.2434916364654586	0.2422278059122364	0.2915433013320532	0.2455055650226009	0.3199261298451938	0.327520638825553	0.2680883015320612	0.2701661782471298	0.3347908004320172	0.0999294455778231	0.2064054598183927	0.1001572070882835	0.0	0.1035289655586223	0.1935501452058082	0.1853970562822512	0.2671395471818872	0.2006028237129485	0.180503188927557	0.1763428965158606	0.2397860690427616	0.306568147525901	0.1278053490139605	0.1385070650826033	0.2105920712828513	0.2001234381375254	0.1362271714868595	0.1639240441617664	0.1820086483459338	0.2603284479379175	0.2378358006320253	0.2428161182447298	0.2884080235209408	0.2537146545861834	0.2279440037601504	0.2247517132685307	0.2088679643185727	0.2627640793631745	0.1705728089123565
D6M35	0.1848170774830993	0.2333160214408576	0.1328247313892555	0.595264435777431	0.1754426909076363	0.2110298799951998	0.2113210756430256	0.2429803964158566	0.2696550982039281	0.275059406776271	0.2443766138645545	0.251239394775791	0.3261120580823233	0.2537711696467859	0.3186627477099084	0.3830283563342533	0.335968100324013	0.3393224296971879	0.3694071710868434	0.1510228177127085	0.2455707956318252	0.1500056806272251	0.1035289655586223	0.0	0.2546328305132205	0.234576847873915	0.2835890799631985	0.23381254850194	0.2098442453698147	0.2313358078323132	0.291459325973039	0.3593260974438977	0.1919871326853074	0.1982509232369295	0.26968124324973	0.2439992951718068	0.1760538129525181	0.1957165954638185	0.2317674086963478	0.3030792967718709	0.3036536561462459	0.2806283351334053	0.3260602076083043	0.2941955214208568	0.2732078819152766	0.2621070198807952	0.2389567898715948	0.2866179603184127	0.2011373102924117
D6M36	0.2316403516140645	0.2263083495339814	0.2603196723868954	0.6121022248889956	0.2810255506220249	0.090459398375935	0.1217847897915916	0.1312667042681707	0.1356177475099004	0.20491629425177	0.2353315428617144	0.1811810864434577	0.2104961370454818	0.1773852954118164	0.2561597895915837	0.2394158826353054	0.2018139945597824	0.2033507832313292	0.2885641833673347	0.2141777003080123	0.2523289167566703	0.2085323716948678	0.1935501452058082	0.2546328305132205	0.0	0.0723874718988759	0.1926922372894915	0.1238299551982079	0.098452546101844	0.2293361458458338	0.1818182863314532	0.3674954462178487	0.1825559942397696	0.1315217040681627	0.1923621012840513	0.199849397575903	0.1455102836113444	0.1313826209048361	0.1222434185367414	0.2149134137365494	0.1778714332573303	0.2041947277891115	0.2280066658666347	0.1706349441977679	0.1137811836473458	0.1203199255970238	0.1637519340773631	0.1969834033361334	0.1415394827793112
D6M37	0.2071293203728149	0.2116516444657786	0.2585155766230649	0.5918106088243529	0.2797783163326534	0.0994355570222809	0.1146633813352534	0.1549736993479739	0.1588199671986879	0.2234815916636665	0.2405806996279851	0.2017801204048162	0.2121580879235169	0.1830632509300372	0.2693120272810912	0.2288077723108924	0.1941791455658226	0.1953737037481499	0.282914422576903	0.2039208576343054	0.2399753902156086	0.1778643213728549	0.1853970562822512	0.234576847873915	0.0723874718988759	0.0	0.2113361842473699	0.1294590911636465	0.0958575811032441	0.1891734757390295	0.1628869598783951	0.335197533901356	0.1494558514340573	0.1493572994919796	0.1976742045681827	0.1573505980239209	0.1317071910876435	0.1272306976279051	0.0930311368454738	0.174839391975679	0.1664574210968439	0.1724734897395896	0.1928172634905396	0.1430696323852953	0.0944313844553781	0.1076223220928837	0.1579423060922437	0.1942298847953918	0.1367383455338213
D6M38	0.3404746689867595	0.322690633625345	0.3139515384615385	0.7215953606144245	0.3628379071162846	0.1899173718948757	0.1533951598063922	0.1392089971598863	0.1196001716068642	0.089036861474459	0.275037490299612	0.2152751590063603	0.2772728473138925	0.2415248153926157	0.168413786151446	0.2696893399735989	0.2415116952678107	0.2506382003280131	0.3809584567382695	0.3367546513860554	0.3797004244169767	0.3321465098603944	0.2671395471818872	0.2835890799631985	0.1926922372894915	0.2113361842473699	0.0	0.1050404868194727	0.1307265466618665	0.3226033893355733	0.2766231953278131	0.4676393351734069	0.2694439105564222	0.2098174534981399	0.2977188851554062	0.2943725825033002	0.1790749189967598	0.1733857274290972	0.2554272874914997	0.3328633629345174	0.2220045729829193	0.3114039289571583	0.3436509692387695	0.2442188491539661	0.2220222716908676	0.2222990503620144	0.1335433737349493	0.1120730597223888	0.1323414428577143
D6M39	0.2786959462378495	0.2798121804872195	0.2768391775671026	0.6630359170366815	0.3502504504180167	0.1559396563862554	0.1115155802232089	0.1484809572382895	0.1048024352974119	0.1413478351134045	0.2790086167446698	0.2124264302572102	0.2438083883355334	0.2030734185367414	0.2010086895475819	0.2419095307812312	0.1972430913236529	0.2027299643985759	0.3108164178567142	0.2643618048721949	0.3107972374894996	0.2589786179447177	0.2006028237129485	0.23381254850194	0.1238299551982079	0.1294590911636465	0.1050404868194727	0.0	0.0561734097363894	0.2507620720828833	0.2119239973598944	0.3990035205408216	0.2032789771590863	0.1680014892595704	0.2598128917156685	0.2374438017520701	0.1331970122804912	0.1217089207568302	0.1745909464378575	0.2538861098443937	0.1676609268370734	0.2331451614064562	0.2586185339413577	0.1671632897315892	0.1458368694747789	0.1418646525861034	0.1039109176367054	0.0903663014520581	0.098057503900156
D6M40	0.2511497999919996	0.2508748545941838	0.2508172690907636	0.6425635081403256	0.3178240121604864	0.116840685627425	0.0900760630425217	0.1293474834993399	0.1100658118324733	0.1410464634585383	0.2501620504820192	0.1841302860114404	0.2386308256330253	0.1837840281611264	0.2223576575063002	0.248627555102204	0.2120497695907836	0.215336895475819	0.3036079123164926	0.2427592251690067	0.2854683607344294	0.2329429025161006	0.180503188927557	0.2098442453698147	0.098452546101844	0.0958575811032441	0.1307265466618665	0.0561734097363894	0.0	0.2360403508140325	0.2008610784431377	0.3881157102284091	0.1868372366894675	0.1485305916236649	0.2363519992799712	0.2088373730949237	0.1037603592143685	0.1005823992959718	0.1395885483419336	0.231745659026361	0.17586504100164	0.215994412576503	0.2366936677467098	0.1700902072082883	0.1274226213048521	0.1367260410416416	0.1102956838273531	0.1323734389375575	0.0952457902316093
D9M31	0.1382878467138685	0.1586425753030121	0.2412757430297211	0.5776753482139285	0.2816115000600024	0.1918308160326413	0.2159085231409256	0.2587877199087963	0.2909972750910037	0.308294383375335	0.2774445645825832	0.2836107392295692	0.2532521732869315	0.283040587623505	0.3687093287731509	0.2709559774390976	0.2124455250210008	0.2093539021560862	0.2839955466218649	0.1837655138205527	0.15295754150166	0.153856270650826	0.1763428965158606	0.2313358078323132	0.2293361458458338	0.1891734757390295	0.3226033893355733	0.2507620720828833	0.2360403508140325	0.0	0.1475855494219768	0.1826373258930357	0.0984252774110964	0.1712364834593383	0.1316304652186087	0.1183109260370414	0.1885692263690547	0.1919116480659226	0.1443799283971359	0.1550694643785751	0.2082124560982439	0.1458805940237609	0.1980859854394175	0.1940533117324692	0.208841893675747	0.2277671398855954	0.247520621224849	0.3034001516060642	0.2230371158846354
