	D4M31	D4M32	D4M33	D4M34	D4M35	D4M36	D4M37	D4M38	D4M39	D4M40	D5M31	D5M32	D5M33	D5M34	D5M35	D5M37	D5M38	D5M39	D5M40	D6M31	D6M32	D6M33	D6M34	D6M35	D6M36	D6M37	D6M38	D6M39	D6M40	D9M31	D9M32	D9M33	D9M34	D9M35	D9M36	D9M37	D9M38	D9M39	D9M40	D12M31	D12M32	D12M33	D12M34	D12M35	D12M36	D12M37	D12M38	D12M39	D12M40
D9M32	0.4581783271330853	0.4287771510860434	0.6520260810432418	0.735709428377135	0.6681067242689708	0.3984559382375295	0.4326973078923157	0.4407776311052442	0.37557502300092	0.4560582423296931	0.624664986599464	0.5605824232969319	0.5222208888355534	0.655866234649386	0.5620624824993	0.5023000920036802	0.4515780631225249	0.4489379575183007	0.4723388935557422	0.56286251450058	0.4182967318692748	0.531421256850274	0.5037801512060482	0.5878635145405816	0.4131365254610184	0.3764950598023921	0.4187367494699788	0.3100524020960838	0.3650146005840233	0.4109764390575623	0.0	0.421656866274651	0.4027761110444418	0.3148925957038281	0.4634985399415977	0.4953398135925437	0.4264970598823953	0.4511380455218208	0.5177407096283851	0.3316932677307092	0.2734509380375215	0.3022520900836033	0.3504940197607904	0.3100124004960198	0.4259770390815632	0.4251370054802192	0.4748189927597104	0.3800552022080883	0.4080963238529541
D9M33	0.5033001320052802	0.5351014040561622	0.6186247449897996	0.781311252450098	0.688667546701868	0.5606224248969959	0.5569022760910436	0.6109844393775751	0.5819832793311732	0.6334653386135446	0.6946677867114684	0.6278251130045202	0.6049841993679748	0.7311492459698388	0.6127045081803272	0.7529901196047842	0.6930677227089084	0.6933477339093563	0.6764670586823472	0.5018200728029121	0.5181407256290251	0.4972998919956798	0.4958198327933117	0.592783711348454	0.6433857354294171	0.5705428217128685	0.6383855354214168	0.5431417256690267	0.5911836473458938	0.2488499539981599	0.421656866274651	0.0	0.3256930277211088	0.4038961558462338	0.531941277651106	0.4980199207968319	0.5227009080363214	0.5053002120084803	0.5437817512700508	0.4678987159486379	0.5418216728669146	0.3706948277931117	0.5827833113324533	0.5131005240209608	0.6346653866154646	0.5617024680987239	0.5827433097323893	0.5862634505380215	0.6182247289891596
D9M34	0.4345773830953238	0.4784591383655346	0.5009400376015041	0.7414696587863514	0.6500260010400416	0.4660186407456298	0.4467378695147806	0.4894995799831993	0.4862194487779511	0.5302212088483539	0.5963838553542141	0.5392615704628185	0.6207448297931917	0.6917076683067322	0.59374374974999	0.7087083483339334	0.65610624424977	0.6481059242369694	0.6695067802712108	0.3393735749429977	0.4352174086963478	0.3254930197207888	0.3585743429737189	0.4329773190927637	0.5339413576543062	0.4524180967238689	0.5025801032041282	0.4423776951078043	0.469098763950558	0.1998879955198207	0.4027761110444418	0.3256930277211088	0.0	0.2678507140285611	0.4726589063562542	0.4659786391455658	0.3861354454178167	0.4271370854834193	0.484379375175007	0.3828953158126325	0.4993799751990079	0.3558542341693668	0.4874594983799352	0.4454178167126685	0.5519820792831713	0.4801392055682227	0.4342973718948757	0.4808592343693748	0.4904996199847994
D9M35	0.3619344773790952	0.3890955638225529	0.5349813992559702	0.7354294171766871	0.5665026601064043	0.359694387775511	0.3685347413896556	0.3930157206288251	0.4457378295131805	0.4432177287091484	0.6371854874194968	0.5447017880715228	0.5412216488659546	0.6752270090803633	0.5577823112924517	0.6011440457618304	0.5593823752950118	0.5537821512860515	0.5911836473458938	0.3724548981959278	0.3618144725789031	0.4080563222528901	0.4488579543181727	0.4620984839393576	0.4664986599463978	0.4364174566982679	0.4129365174606984	0.3948957958318332	0.4343373734949398	0.3037721508860354	0.3148925957038281	0.4038961558462338	0.2678507140285611	0.0	0.4116164646585863	0.4348573942957718	0.3134925397015881	0.3572942917716709	0.4512980519220769	0.3524140965638626	0.4290971638865554	0.3431737269490779	0.4287371494859794	0.3853354134165366	0.4966598663946558	0.421456858274331	0.4310572422896916	0.4511380455218208	0.3736949477979119
D9M36	0.4773790951638065	0.4711788471538861	0.5930637225489019	0.7350294011760471	0.5835433417336694	0.3893355734229369	0.3508140325613024	0.3804952198087923	0.3430137205488219	0.5189807592303692	0.5510220408816353	0.5131005240209608	0.468458738349534	0.5991439657586304	0.5527021080843234	0.7085083403336133	0.6640665626625065	0.6613064522580904	0.6435457418296732	0.5362214488579543	0.4100964038561542	0.5089403576143046	0.4918196727869114	0.5584223368934758	0.3254130165206608	0.4058562342493699	0.391415656626265	0.3814552582103284	0.3988559542381695	0.4910996439857594	0.4634985399415977	0.531941277651106	0.4726589063562542	0.4116164646585863	0.0	0.3396135845433817	0.3091323652946118	0.235529421176847	0.2692107684307372	0.5334613384535382	0.5841033641345654	0.5336213448537942	0.6016640665626625	0.593183727349094	0.4290171606864275	0.4304972198887956	0.297331893275731	0.4153766150646026	0.3084523380935237
D9M37	0.5098603944157767	0.4796591863674547	0.6267450698027921	0.7484699387975519	0.6322652906116245	0.4329773190927637	0.2620504820192808	0.4868994759790391	0.4368974758990359	0.4963798551942077	0.6202248089923597	0.5020600824032961	0.5187007480299212	0.5703828153126125	0.4653786151446057	0.7272290891635665	0.687867514700588	0.6854674186967479	0.6841873674946998	0.5815432617304692	0.5095003800152006	0.5360214408576343	0.546301852074083	0.579583183327333	0.4630985239409576	0.3415736629465178	0.4829393175727029	0.4510980439217569	0.4121364854594184	0.484259370374815	0.4953398135925437	0.4980199207968319	0.4659786391455658	0.4348573942957718	0.3396135845433817	0.0	0.3013720548821952	0.2863314532581303	0.266650666026641	0.5402216088643546	0.6229049161966479	0.561782471298852	0.5726229049161966	0.5852634105364215	0.4940997639905596	0.4325773030921236	0.3860554422176887	0.4646185847433897	0.4211368454738189
D9M38	0.407416296651866	0.437257490299612	0.5115804632185288	0.7412296491859675	0.5841433657346294	0.3048921956878275	0.2484099363974559	0.3053722148885955	0.3403736149445978	0.3818552742109684	0.5538621544861795	0.5105804232169286	0.5179007160286412	0.5847033881355255	0.5230609224368975	0.625265010600424	0.624544981799272	0.625985039401576	0.6055442217688708	0.4580183207328293	0.4120964838593544	0.4519780791231649	0.4397375895035801	0.4751390055602224	0.3454938197527901	0.3097323892955718	0.2938917556702268	0.3091323652946118	0.2864114564582583	0.4402176087043482	0.4264970598823953	0.5227009080363214	0.3861354454178167	0.3134925397015881	0.3091323652946118	0.3013720548821952	0.0	0.2710908436337453	0.3036521460858434	0.4463778551142046	0.5384615384615384	0.4385775431017241	0.5029401176047041	0.5083003320132805	0.4085363414536581	0.3725349013960558	0.2793711748469938	0.3614144565782631	0.266050642025681
D9M39	0.4470178807152286	0.4287371494859794	0.5892235689427577	0.7264690587623505	0.5959038361534461	0.3871354854194168	0.2943317732709308	0.359254370174807	0.3143725749029961	0.4268570742829713	0.6030241209648386	0.5132605304212169	0.4262170486819472	0.6236249449977999	0.4909796391855674	0.702268090723629	0.6619464778591143	0.6599463978559142	0.6446257850314012	0.5387415496619865	0.4023360934437378	0.5137405496219849	0.5151406056242249	0.5230609224368975	0.3687747509900396	0.3532941317652706	0.3808952358094323	0.3474538981559262	0.3831753270130805	0.4419376775071003	0.4511380455218208	0.5053002120084803	0.4271370854834193	0.3572942917716709	0.235529421176847	0.2863314532581303	0.2710908436337453	0.0	0.2114884595383815	0.4957398295931837	0.5807032281291251	0.514900596023841	0.5419816792671707	0.5192207688307532	0.3893755750230009	0.3214128565142605	0.2274890995639825	0.3062122484899396	0.2795711828473139
D9M40	0.5121804872194888	0.4471778871154846	0.6371854874194968	0.7360694427777111	0.6137845513820552	0.4046161846473859	0.2859314372574903	0.4210568422736909	0.3920156806272251	0.4419776791071643	0.6285851434057362	0.5543821752870115	0.499539981599264	0.639825593023721	0.5301812072482899	0.7395495819832794	0.7012680507220289	0.6994279771190848	0.688107524300972	0.5686227449097964	0.4633785351414056	0.5026601064042562	0.5423816952678107	0.5796631865274611	0.3342533701348054	0.297411896475859	0.4474978999159966	0.3898155926237049	0.3382535301412056	0.5005800232009281	0.5177407096283851	0.5437817512700508	0.484379375175007	0.4512980519220769	0.2692107684307372	0.266650666026641	0.3036521460858434	0.2114884595383815	0.0	0.5138205528221129	0.6247849913996559	0.5694627785111405	0.5257410296411856	0.5761830473218928	0.407016280651226	0.3486539461578463	0.3086523460938437	0.3680547221888876	0.3561742469698788
D12M31	0.4620984839393576	0.4668986759470379	0.6807072282891315	0.7531501260050402	0.6641865674626986	0.4092163686547462	0.469698787951518	0.4825393015720629	0.4778591143645745	0.4789391575663027	0.6829473178927157	0.6947877915116605	0.639665586623465	0.7165086603464138	0.6613864554582183	0.5734229369174767	0.5337013480539221	0.5145405816232649	0.546701868074723	0.4008560342413697	0.4751390055602224	0.469698787951518	0.5125005000200008	0.5685027401096043	0.4405376215048602	0.3990959638385535	0.4528981159246369	0.3546141845673827	0.3963758550342013	0.3785351414056562	0.3316932677307092	0.4678987159486379	0.3828953158126325	0.3524140965638626	0.5334613384535382	0.5402216088643546	0.4463778551142046	0.4957398295931837	0.5138205528221129	0.0	0.3616144645785831	0.1912076483059322	0.1777671106844273	0.2441697667906716	0.4554582183287331	0.4706188247529901	0.5506620264810592	0.422136885475419	0.406616264650586
D12M32	0.5914636585463419	0.5237009480379216	0.6586263450538021	0.7439097563902556	0.7153886155446217	0.49969998799952	0.5479419176767071	0.5393415736629465	0.5005400216008641	0.4457778311132445	0.6808672346893876	0.6926677067082684	0.6448257930317213	0.7107484299371974	0.6881875275011	0.374854994199768	0.3306132245289812	0.3139325573022921	0.4598583943357734	0.6113844553782152	0.5117004680187207	0.5578623144925797	0.5483019320772831	0.6363454538181528	0.4745389815592624	0.4825393015720629	0.3925357014280571	0.3500140005600224	0.4096963878555142	0.5323412936517461	0.2734509380375215	0.5418216728669146	0.4993799751990079	0.4290971638865554	0.5841033641345654	0.6229049161966479	0.5384615384615384	0.5807032281291251	0.6247849913996559	0.3616144645785831	0.0	0.3452538101524061	0.3006920276811072	0.2603304132165286	0.4582983319332773	0.5517020680827233	0.5929437177487099	0.4315372614904596	0.4792191687667507
D12M33	0.4570982839313572	0.515620624824993	0.6649065962638505	0.7532701308052322	0.6826273050922037	0.4403776151046041	0.4746589863594543	0.468858754350174	0.4340573622944917	0.4931397255890236	0.6333053322132886	0.6153846153846154	0.5886235449417977	0.6764270570822833	0.624544981799272	0.53058122324893	0.5143405736229449	0.4924996999879995	0.5069002760110405	0.4886195447817912	0.5172206888275531	0.5055402216088644	0.5066602664106564	0.5709428377135085	0.4774590983639346	0.437817512700508	0.4682587303492139	0.3890555622224889	0.4350974038961558	0.3432537301492059	0.3022520900836033	0.3706948277931117	0.3558542341693668	0.3431737269490779	0.5336213448537942	0.561782471298852	0.4385775431017241	0.514900596023841	0.5694627785111405	0.1912076483059322	0.3452538101524061	0.0	0.3146525861034441	0.2746909876395055	0.500060002400096	0.50070002800112	0.5240209608384335	0.4462578503140125	0.4481379255170207
D12M34	0.5059802392095684	0.4868594743789751	0.6979879195167806	0.748869954798192	0.6838673546941878	0.46941877675107	0.5171006840273611	0.5392615704628185	0.5282611304452178	0.468738749549982	0.733589343573743	0.7574302972118885	0.7057882315292612	0.7583903356134245	0.718748749949998	0.5400616024640985	0.4858194327773111	0.4742589703588143	0.5039801592063683	0.4731389255570223	0.4336573462938518	0.4968198727949118	0.5645425817032681	0.5962238489539582	0.4317372694907796	0.4010960438417537	0.4294571782871315	0.3484939397575903	0.3547341893675747	0.4989799591983679	0.3504940197607904	0.5827833113324533	0.4874594983799352	0.4287371494859794	0.6016640665626625	0.5726229049161966	0.5029401176047041	0.5419816792671707	0.5257410296411856	0.1777671106844273	0.3006920276811072	0.3146525861034441	0.0	0.2448897955918236	0.3851754070162806	0.4813792551702068	0.6079843193727749	0.421856874274971	0.4435377415096604
D12M35	0.5333013320532821	0.5405416216648666	0.71886875475019	0.7465498619944798	0.7120284811392456	0.4750590023600944	0.5046601864074562	0.5296211848473938	0.4626585063402536	0.4019360774430977	0.7192287691507661	0.6892275691027641	0.6435457418296732	0.7539101564062562	0.6575463018520741	0.4967398695947838	0.4549781991279651	0.4483379335173407	0.5125005000200008	0.5375415016600664	0.5502620104804192	0.5608224328973159	0.5813432537301492	0.6306652266090643	0.50130005200208	0.4544181767270691	0.4310572422896916	0.3391335653426137	0.4042161686467458	0.4508180327213088	0.3100124004960198	0.5131005240209608	0.4454178167126685	0.3853354134165366	0.593183727349094	0.5852634105364215	0.5083003320132805	0.5192207688307532	0.5761830473218928	0.2441697667906716	0.2603304132165286	0.2746909876395055	0.2448897955918236	0.0	0.4599383975359014	0.4900596023840953	0.5408216328653146	0.3794951798071923	0.4748989959598383
D12M36	0.6064242569702788	0.5549021960878435	0.7065882635305413	0.7743509740389616	0.7016280651226049	0.407376295051802	0.4397375895035801	0.4273370934837393	0.3714948597943918	0.4348573942957718	0.6759070362814512	0.6645865834633385	0.5788631545261811	0.702788111524461	0.6435857434297372	0.5769430777231089	0.5542221688867555	0.5512620504820193	0.5058202328093123	0.6146245849833993	0.4731389255570223	0.5846633865354615	0.5551022040881636	0.6371454858194328	0.2917716708668347	0.3264130565222609	0.3218928757150286	0.2388095523820952	0.2701308052322093	0.5939837593503741	0.4259770390815632	0.6346653866154646	0.5519820792831713	0.4966598663946558	0.4290171606864275	0.4940997639905596	0.4085363414536581	0.3893755750230009	0.407016280651226	0.4554582183287331	0.4582983319332773	0.500060002400096	0.3851754070162806	0.4599383975359014	0.0	0.235609424376975	0.3766550662026481	0.2051282051282051	0.2489299571982879
D12M37	0.5647425897035881	0.5188607544301772	0.6841473658946358	0.7750710028401137	0.6927877115084603	0.406296251850074	0.3538941557662306	0.3994559782391295	0.3636145445817832	0.4560982439297572	0.6396255850234009	0.5564622584903396	0.5113404536181447	0.6548261930477219	0.5398615944637786	0.671946877875115	0.6439057562302493	0.6425857034281371	0.6142245689827593	0.5996239849593984	0.4575383015320612	0.5636225449017961	0.5426217048681947	0.6081443257730309	0.3493339733589343	0.3180527221088843	0.423016920676827	0.3173726949077963	0.374854994199768	0.515540621624865	0.4251370054802192	0.5617024680987239	0.4801392055682227	0.421456858274331	0.4304972198887956	0.4325773030921236	0.3725349013960558	0.3214128565142605	0.3486539461578463	0.4706188247529901	0.5517020680827233	0.50070002800112	0.4813792551702068	0.4900596023840953	0.235609424376975	0.0	0.2586503460138405	0.2588103524140965	0.297491899675987
D12M38	0.5322612904516181	0.5574622984919396	0.6078243129725189	0.7706308252330093	0.6837873514940598	0.4314572582903316	0.3174126965078603	0.3526541061642466	0.3003320132805312	0.4616584663386535	0.5338613544541781	0.4556982279291172	0.4719388775551022	0.5911436457458298	0.4898195927837113	0.686627465098604	0.656226249049962	0.6533861354454178	0.6373054922196888	0.5886235449417977	0.4979399175967038	0.5677027081083243	0.5126605064202568	0.5583823352934117	0.3798951958078323	0.3651346053842154	0.3780551222048882	0.3580143205728229	0.3999759990399616	0.4891395655826233	0.4748189927597104	0.5827433097323893	0.4342973718948757	0.4310572422896916	0.297331893275731	0.3860554422176887	0.2793711748469938	0.2274890995639825	0.3086523460938437	0.5506620264810592	0.5929437177487099	0.5240209608384335	0.6079843193727749	0.5408216328653146	0.3766550662026481	0.2586503460138405	0.0	0.2751310052402096	0.2731709268370735
D12M39	0.5729429177167087	0.5430217208688347	0.7060282411296452	0.7884315372614905	0.7013880555222209	0.407376295051802	0.3858954358174327	0.3799751990079603	0.2944117764710588	0.3633745349813992	0.6658666346653866	0.5994639785591424	0.5103404136165447	0.6928277131085243	0.594303772150886	0.5698627945117805	0.545701828073123	0.5442217688707548	0.4950598023920957	0.6063442537701508	0.5033401336053442	0.5895035801432057	0.5503420136805472	0.6208648345933837	0.3369734789391576	0.3329733189327573	0.3040121604864194	0.1989679587183487	0.2734909396375855	0.5356214248569943	0.3800552022080883	0.5862634505380215	0.4808592343693748	0.4511380455218208	0.4153766150646026	0.4646185847433897	0.3614144565782631	0.3062122484899396	0.3680547221888876	0.422136885475419	0.4315372614904596	0.4462578503140125	0.421856874274971	0.3794951798071923	0.2051282051282051	0.2588103524140965	0.2751310052402096	0.0	0.2327293091723669
D12M40	0.4610584423376935	0.4610184407376295	0.5576623064922597	0.7567502700108004	0.5753830153206129	0.3162526501060042	0.2992119684787391	0.313652546101844	0.3102124084963398	0.3391735669426777	0.6286251450058002	0.6214648585943437	0.5514620584823393	0.6490259610384416	0.6122644905796232	0.6017440697627905	0.5689827593103725	0.5655826233049323	0.5374614984599384	0.5015800632025281	0.4026161046441858	0.5349413976559062	0.5094203768150726	0.5009000360014401	0.3000520020800832	0.3316532661306452	0.2650906036241449	0.2826513060522421	0.3050122004880195	0.5415016600664027	0.4080963238529541	0.6182247289891596	0.4904996199847994	0.3736949477979119	0.3084523380935237	0.4211368454738189	0.266050642025681	0.2795711828473139	0.3561742469698788	0.406616264650586	0.4792191687667507	0.4481379255170207	0.4435377415096604	0.4748989959598383	0.2489299571982879	0.297491899675987	0.2731709268370735	0.2327293091723669	0.0
