Taxonomy	D4M31	D4M32	D4M33	D4M34	D4M35	D4M36	D4M37	D4M38	D4M39	D4M40	D5M31	D5M32	D5M33	D5M34	D5M35	D5M37	D5M38	D5M39	D5M40	D6M31	D6M32	D6M33	D6M34	D6M35	D6M36	D6M37	D6M38	D6M39	D6M40	D9M31	D9M32	D9M33	D9M34	D9M35	D9M36	D9M37	D9M38	D9M39	D9M40	D12M31	D12M32	D12M33	D12M34	D12M35	D12M36	D12M37	D12M38	D12M39	D12M40	Tax_detail
Christensenellaceae	0.001360054402176	0.000920036801472	0.00040001600064	0.0060802432097283	0.001240049601984	0.000360014400576	0.000640025601024	0.0010000400016	0.000680027201088	0.000960038401536	0.000280011200448	0.000160006400256	0.000240009600384	0.000280011200448	0.000160006400256	0.000560022400896	0.000360014400576	0.000480019200768	0.000280011200448	0.000120004800192	0.00020000800032	0.000240009600384	0.000560022400896	0.000280011200448	0.00020000800032	0.000480019200768	0.000280011200448	0.000360014400576	0.000280011200448	0.000440017600704	0.000920036801472	0.000120004800192	0.000280011200448	0.000240009600384	0.000160006400256	0.000480019200768	0.00060002400096	0.001160046401856	0.000640025601024	0.000480019200768	0.000560022400896	0.000320012800512	0.000320012800512	0.00020000800032	0.000120004800192	0.00020000800032	0.000280011200448	0.001080043201728	0.000280011200448	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;
Gemmatimonadaceae	0.0	0.0	0.0	0.0049601984079363	8.00032001280051e-05	8.00032001280051e-05	4.00016000640026e-05	0.00040001600064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;
Spirochaetaceae	0.0	0.0	0.0	0.0046801872074883	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;
Rhodobacteraceae	0.0	0.0	0.0	0.0044001760070402	0.000320012800512	8.00032001280051e-05	0.0018000720028801	0.0018400736029441	0.000440017600704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;
Peptostreptococcaceae	0.0	0.0	8.00032001280051e-05	0.0043601744069762	0.000280011200448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;
Moraxellaceae	0.0	0.0	0.0	0.0040001600064002	4.00016000640026e-05	4.00016000640026e-05	4.00016000640026e-05	0.000160006400256	0.0023600944037761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00032001280051e-05	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;
Nostocaceae	0.0	0.0	0.0	0.0040001600064002	8.00032001280051e-05	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;
Prevotellaceae	4.00016000640026e-05	0.0	0.0	0.0026001040041601	0.0036801472058882	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;
Bifidobacteriaceae	0.0	0.0	0.0	0.0036401456058242	0.00040001600064	0.0	0.0	0.000120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;
Cyanobacteriaceae	0.0	0.0	0.0	0.0036001440057602	0.0	0.0	0.0	0.0015600624024961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;
UCG-010	0.000440017600704	0.000320012800512	0.000280011200448	0.0032401296051842	8.00032001280051e-05	0.000680027201088	0.00040001600064	0.00040001600064	4.00016000640026e-05	0.0	0.0	4.00016000640026e-05	8.00032001280051e-05	4.00016000640026e-05	0.000160006400256	0.00020000800032	8.00032001280051e-05	0.000160006400256	0.000360014400576	0.000120004800192	0.00020000800032	0.000120004800192	0.000280011200448	0.000120004800192	0.000120004800192	0.000240009600384	0.000120004800192	0.000120004800192	0.000160006400256	0.000280011200448	0.000360014400576	0.000160006400256	0.000360014400576	0.00040001600064	4.00016000640026e-05	0.000520020800832	0.000320012800512	0.000680027201088	0.000760030401216	0.000440017600704	0.000160006400256	0.00020000800032	0.00040001600064	0.000280011200448	0.000160006400256	0.000240009600384	0.000840033601344	0.000640025601024	0.00020000800032	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;
Bacillaceae	0.0	0.0	0.0	0.0016400656026241	0.0	0.0	0.0	0.00120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000280011200448	0.000120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000440017600704	0.0	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;
Oxalobacteraceae	0.0	0.0	0.0	0.0030801232049282	0.000120004800192	0.0	0.0	0.000560022400896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;
Microbacteriaceae	0.0	0.0	0.0	0.0030801232049282	4.00016000640026e-05	4.00016000640026e-05	0.0	0.000680027201088	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micrococcales;f__Microbacteriaceae;
Pseudanabaenaceae	0.0	0.0	0.0	0.0021600864034561	8.00032001280051e-05	0.0	0.0	0.00020000800032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;
Streptococcaceae	4.00016000640026e-05	0.0	0.0	0.0029201168046721	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;
Chitinophagaceae	0.0	0.0	0.0	0.0028401136045441	0.000240009600384	0.00020000800032	0.0	0.000760030401216	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;
Hymenobacteraceae	0.0	0.0	0.0	0.0027601104044161	4.00016000640026e-05	0.000240009600384	0.0	0.000120004800192	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;
Phormidiaceae	0.0	0.0	0.0	0.0026401056042241	0.000120004800192	0.0	0.0	0.000320012800512	0.000160006400256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;
Atopobiaceae	0.000640025601024	0.00060002400096	0.000360014400576	0.000520020800832	0.0026001040041601	0.000320012800512	0.000480019200768	0.000720028801152	0.000920036801472	0.000920036801472	4.00016000640026e-05	0.000120004800192	8.00032001280051e-05	4.00016000640026e-05	4.00016000640026e-05	0.000120004800192	0.000160006400256	0.000240009600384	8.00032001280051e-05	8.00032001280051e-05	0.000120004800192	8.00032001280051e-05	0.00020000800032	0.00020000800032	0.00020000800032	0.000160006400256	0.000680027201088	0.000560022400896	0.000160006400256	0.000120004800192	0.000240009600384	4.00016000640026e-05	0.000160006400256	0.000120004800192	0.000360014400576	0.000320012800512	0.000440017600704	0.000520020800832	0.000640025601024	0.000120004800192	0.00020000800032	8.00032001280051e-05	0.00020000800032	0.000120004800192	0.00040001600064	0.000640025601024	0.000720028801152	0.001120044801792	0.000680027201088	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;
Peptococcaceae	0.000280011200448	0.000240009600384	0.0	0.001240049601984	0.0	0.0	0.0	0.0	0.0	0.0	0.000120004800192	0.000480019200768	0.000160006400256	0.0021200848033921	0.000520020800832	0.0	0.000120004800192	0.0	0.0	4.00016000640026e-05	4.00016000640026e-05	8.00032001280051e-05	0.000120004800192	0.000120004800192	0.000240009600384	0.000120004800192	0.000120004800192	8.00032001280051e-05	4.00016000640026e-05	0.000160006400256	8.00032001280051e-05	0.0	8.00032001280051e-05	0.0	0.0	0.0	8.00032001280051e-05	0.0	0.0	4.00016000640026e-05	0.0	8.00032001280051e-05	0.000280011200448	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	k__Bacteria;p__unidentified_Bacteria;c__Clostridia;o__Peptococcales;f__Peptococcaceae;
Saprospiraceae	0.0	0.0	0.0	0.000640025601024	0.00020000800032	0.0	0.0	0.0023600944037761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__unidentified_Bacteria;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;
Acetobacteraceae	0.0	0.0	0.0	0.0022800912036481	8.00032001280051e-05	4.00016000640026e-05	0.0	0.000120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;
Spirosomaceae	0.0	0.0	0.0	0.0022800912036481	0.000320012800512	0.000120004800192	0.0	0.000120004800192	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;
Cyclobacteriaceae	0.0	0.0	0.0	0.0022400896035841	0.0	0.0	4.00016000640026e-05	0.000120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;
Chloroflexaceae	0.0	0.0	0.0	0.0022400896035841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;
Intrasporangiaceae	0.0	0.0	0.0	0.001360054402176	0.0	0.000120004800192	0.0	0.0021600864034561	0.000160006400256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;
Marinomonadaceae	0.0	0.0	0.0	0.0021200848033921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;
Fibrobacteraceae	0.0	0.0	0.0	0.000440017600704	0.0	0.0	0.0	0.0020800832033281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;
Xanthomonadaceae	0.0	0.0	0.0	0.0020000800032001	0.0	4.00016000640026e-05	0.0	0.00060002400096	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;
Flavobacteriaceae	0.0	0.0	0.0	0.00140005600224	0.000120004800192	0.001360054402176	0.001240049601984	0.0020000800032001	0.0010000400016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;
Paludibacteraceae	0.0	0.0	0.0	0.000840033601344	4.00016000640026e-05	0.0	0.0	0.000440017600704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;
Phycisphaeraceae	0.0	0.0	0.0	0.0019200768030721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;
unidentified_Peptostreptococcales-Tissierellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018800752030081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__unidentified_Peptostreptococcales-Tissierellales;
Tannerellaceae	0.0	0.0	0.0	0.0017600704028161	0.00020000800032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;
Colwelliaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.00140005600224	0.0016400656026241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Colwelliaceae;
unidentified_Frankiales	0.0	0.0	0.0	0.0016400656026241	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__unidentified_Bacteria;c__unidentified_Bacteria;o__Frankiales;f__unidentified_Frankiales;
Rhodanobacteraceae	0.0	0.0	0.0	8.00032001280051e-05	0.000120004800192	8.00032001280051e-05	0.0	0.000120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__unidentified_Bacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;
Sphingobacteriaceae	0.0	0.0	0.0	0.00140005600224	0.00020000800032	0.001360054402176	4.00016000640026e-05	0.00080003200128	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;
Monoglobaceae	0.000680027201088	0.000440017600704	0.000280011200448	8.00032001280051e-05	0.000160006400256	0.000760030401216	0.000560022400896	0.000520020800832	0.000120004800192	0.000520020800832	0.000480019200768	8.00032001280051e-05	0.000320012800512	0.00020000800032	0.000560022400896	0.00120004800192	0.001360054402176	0.00140005600224	0.00040001600064	0.00040001600064	0.000160006400256	4.00016000640026e-05	0.000160006400256	0.000360014400576	8.00032001280051e-05	0.00020000800032	4.00016000640026e-05	0.000360014400576	0.00020000800032	0.000720028801152	0.000720028801152	0.000560022400896	0.000560022400896	0.00060002400096	0.00020000800032	0.000280011200448	0.000440017600704	0.000120004800192	8.00032001280051e-05	0.00040001600064	0.000320012800512	0.001320052802112	0.000640025601024	0.000280011200448	8.00032001280051e-05	0.000120004800192	0.000440017600704	8.00032001280051e-05	0.000160006400256	k__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;
Devosiaceae	0.0	0.0	0.0	0.000360014400576	4.00016000640026e-05	0.0	0.0	0.001480059202368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;
Nitrincolaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.001440057602304	0.000840033601344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__unidentified_Bacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;
p-251-o5	0.0	0.0	0.0	0.001360054402176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__p-251-o5;
Nitrosomonadaceae	0.0	0.0	0.0	0.00120004800192	8.00032001280051e-05	0.0	0.0	0.000280011200448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;
Anaerofustaceae	0.0	0.0	0.0	0.000240009600384	4.00016000640026e-05	0.0	0.00120004800192	4.00016000640026e-05	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	8.00032001280051e-05	0.0	0.0	0.000120004800192	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	4.00016000640026e-05	0.000240009600384	8.00032001280051e-05	4.00016000640026e-05	0.00060002400096	8.00032001280051e-05	4.00016000640026e-05	0.0	0.0	0.0	4.00016000640026e-05	4.00016000640026e-05	8.00032001280051e-05	0.000240009600384	0.000120004800192	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;
